date,time,address,congestion_minutes,congestion_minute_counts
2019-12-25,05,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[13, 14]",2
2019-12-25,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[2, 3, 4, 5, 6]",5
2019-12-25,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[8, 9]",2
2019-12-25,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[14, 15]",2
2019-12-25,06,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[24, 25, 26, 27, 28, 29]",6
2019-12-25,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[18, 19, 20]",3
2019-12-25,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",11
2019-12-25,07,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",26
2019-12-25,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[4, 5]",2
2019-12-25,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[8, 9, 10, 11, 12, 13, 14, 15]",8
2019-12-25,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[20, 21]",2
2019-12-25,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[25, 26, 27, 28]",4
2019-12-25,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",11
2019-12-25,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[47, 48]",2
2019-12-25,08,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[51, 52, 53, 54, 55, 56]",6
2019-12-25,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[21, 22, 23, 24, 25, 26, 27]",7
2019-12-25,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[30, 31]",2
2019-12-25,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[38, 39, 40, 41]",4
2019-12-25,09,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[48, 49, 50, 51, 52, 53, 54, 55, 56, 57]",10
2019-12-25,10,"Car Park 2B, T2 Departure Drive, Changi, Southeast, 918141, Singapore","[0, 1, 2]",3
2019-12-25,10,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[16, 17, 18, 19]",4
2019-12-25,10,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[43, 44]",2
2019-12-25,11,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[33, 34, 35, 36, 37, 38, 39]",7
2019-12-25,12,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[56, 57, 58, 59]",4
2019-12-25,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1]",2
2019-12-25,13,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[6, 7, 8]",3
2019-12-25,14,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5, 6]",7
2019-12-25,14,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[10, 11, 12, 13, 14]",5
2019-12-25,14,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[16, 17]",2
2019-12-25,14,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[27, 28]",2
2019-12-25,14,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore","[26, 27, 28]",3
2019-12-25,15,"Car Park 2B, T2 Departure Drive, Changi, Southeast, 918141, Singapore","[4, 5, 6]",3
2019-12-25,15,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[12, 13, 14, 15, 16, 17, 18]",7
2019-12-25,15,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]",17
2019-12-25,15,"T1 Basement Drive, Changi, Southeast, 819642, Singapore","[22, 23, 24]",3
2019-12-25,16,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5]",6
2019-12-25,16,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[7, 8, 9, 10, 11, 12, 13, 14, 15]",9
2019-12-25,16,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[18, 19]",2
2019-12-25,16,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[41, 42, 43, 44, 45, 46]",6
2019-12-25,16,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",12
2019-12-25,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[6, 7, 8, 9, 10]",5
2019-12-25,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[12, 13, 14, 15, 16, 17]",6
2019-12-25,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[19, 20, 21, 22, 23, 24, 25, 26, 27]",9
2019-12-25,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[29, 30, 31, 32, 33]",5
2019-12-25,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",10
2019-12-25,17,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[50, 51, 52, 53, 54, 55, 56, 57, 58, 59]",10
2019-12-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2]",3
2019-12-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",23
2019-12-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[28, 29]",2
2019-12-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[31, 32, 33, 34, 35, 36, 37]",7
2019-12-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[40, 41]",2
2019-12-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[43, 44]",2
2019-12-25,18,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[46, 47, 48, 49, 50]",5
2019-12-25,18,"The Coffee Bean & Tea Leaf, #02-44, T1 Basement Drive, Changi, Singapore, Southeast, 819642, Singapore","[6, 7, 8]",3
2019-12-25,20,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3]",4
2019-12-25,20,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[26, 27]",2
2019-12-25,20,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[46, 47, 48, 49, 50, 51, 52, 53]",8
2019-12-25,20,"Changi Airport Terminal 2, 60, Airport Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[56, 57, 58, 59]",4
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",13
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[14, 15, 16, 17]",4
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[21, 22]",2
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[30, 31]",2
2019-12-25,21,"Changi Airport Terminal 2, 60, T1 Boulevard, Changi, Singapore, Southeast, 819643, Singapore","[33, 34]",2
2019-12-25,21,"The Coffee Bean & Tea Leaf, #02-44, T1 Basement Drive, Changi, Singapore, Southeast, 819642, Singapore","[22, 23]",2
2019-12-25,21,"Terminal 3, T3 Basement Drive, Changi, Southeast, 819663, Singapore","[26, 27, 28, 29, 30]",5
2019-12-25,21,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore","[30, 31, 32]",3
2019-12-25,21,"Changi Airport Terminal 1, 80, T1 Boulevard, Changi, Singapore, Southeast, 819642, Singapore","[44, 45, 46]",3
